Session_ID,Location_Zone,Time_of_Day,Product_Category,Cart_Status,Cart_Value_INR,Session_Duration_Sec,Delivery_Time_Min,Waste_Risk_Level,Cross_Sell_Accepted
SID103887,Powai,6–10 PM,Staples & Grains,Completed,238,105,10,Low,No
SID103888,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,245,149,11,Medium,No
SID103889,Bandra,3–6 PM,Fresh Produce,Abandoned,170,204,10,Medium,No
SID103890,Thane,3–6 PM,Snacks & Beverages,Completed,278,116,12,Low,Yes
SID103891,Thane,6–9 AM,Staples & Grains,Completed,285,98,7,Low,No
SID103892,Thane,10 PM–2 AM,Fresh Produce,Abandoned,217,219,10,High,No
SID103893,Thane,6–9 AM,Frozen Foods,Completed,251,20,12,Low,No
SID103894,Dadar,9 AM–12,Frozen Foods,Completed,251,149,14,Medium,No
SID103895,Andheri,12–3 PM,Snacks & Beverages,Abandoned,155,180,12,Low,No
SID103896,Thane,10 PM–2 AM,Frozen Foods,Abandoned,131,222,10,Low,No
SID103897,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,175,125,12,Medium,No
SID103898,Dadar,6–10 PM,Staples & Grains,Abandoned,125,202,9,Medium,No
SID103899,Thane,6–10 PM,Snacks & Beverages,Completed,513,82,13,Low,No
SID103900,Andheri,3–6 PM,Staples & Grains,Completed,334,152,11,Low,No
SID103901,Andheri,3–6 PM,Snacks & Beverages,Completed,342,93,12,Low,No
SID103902,Andheri,6–9 AM,Fresh Produce,Abandoned,120,210,11,High,No
SID103903,Dadar,6–10 PM,Snacks & Beverages,Completed,328,115,5,Medium,Yes
SID103904,Powai,6–10 PM,Personal Care,Completed,270,135,9,Low,No
SID103905,Thane,6–10 PM,Fresh Produce,Abandoned,193,230,10,High,No
SID103906,Thane,9 AM–12,Staples & Grains,Completed,337,128,11,Low,No
SID103907,Thane,3–6 PM,Fresh Produce,Completed,335,71,12,High,No
SID103908,Powai,9 AM–12,Snacks & Beverages,Completed,302,111,8,Low,Yes
SID103909,Powai,12–3 PM,Staples & Grains,Abandoned,257,183,12,Low,No
SID103910,Dadar,12–3 PM,Fresh Produce,Abandoned,259,209,6,Medium,No
SID103911,Andheri,6–10 PM,Snacks & Beverages,Completed,307,96,9,Low,Yes
SID103912,Bandra,12–3 PM,Fresh Produce,Abandoned,273,242,10,Medium,No
SID103913,Powai,9 AM–12,Staples & Grains,Abandoned,178,226,7,Low,No
SID103914,Bandra,6–10 PM,Frozen Foods,Abandoned,144,229,5,Medium,No
SID103915,Thane,6–10 PM,Personal Care,Abandoned,121,243,16,Low,No
SID103916,Powai,10 PM–2 AM,Dairy,Abandoned,183,203,6,Low,No
SID103917,Thane,6–10 PM,Snacks & Beverages,Completed,445,161,9,Low,Yes
SID103918,Powai,6–10 PM,Fresh Produce,Abandoned,128,187,5,Low,No
SID103919,Andheri,6–10 PM,Fresh Produce,Completed,412,130,11,High,No
SID103920,Thane,12–3 PM,Dairy,Abandoned,171,242,9,High,No
SID103921,Andheri,9 AM–12,Fresh Produce,Abandoned,295,231,12,High,No
SID103922,Bandra,6–10 PM,Personal Care,Completed,347,75,13,Medium,No
SID103923,Dadar,12–3 PM,Fresh Produce,Completed,360,191,16,Medium,No
SID103924,Thane,6–9 AM,Dairy,Completed,252,97,8,High,Yes
SID103925,Bandra,6–10 PM,Staples & Grains,Completed,324,125,8,Medium,No
SID103926,Andheri,12–3 PM,Fresh Produce,Completed,267,126,13,High,No
SID103927,Dadar,9 AM–12,Fresh Produce,Completed,324,103,9,Medium,No
SID103928,Powai,9 AM–12,Staples & Grains,Abandoned,174,195,10,Low,No
SID103929,Thane,12–3 PM,Dairy,Completed,434,101,7,High,No
SID103930,Thane,12–3 PM,Snacks & Beverages,Completed,283,161,8,Low,Yes
SID103931,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,277,135,9,Low,Yes
SID103932,Powai,12–3 PM,Fresh Produce,Abandoned,217,144,13,Low,No
SID103933,Thane,12–3 PM,Staples & Grains,Completed,351,88,14,Low,No
SID103934,Andheri,6–9 AM,Staples & Grains,Abandoned,234,218,10,Low,No
SID103935,Dadar,12–3 PM,Snacks & Beverages,Abandoned,252,160,11,Medium,No
SID103936,Andheri,6–10 PM,Staples & Grains,Abandoned,248,268,8,Low,No
SID103937,Andheri,6–10 PM,Snacks & Beverages,Completed,426,121,13,Low,No
SID103938,Andheri,6–10 PM,Dairy,Abandoned,79,182,10,High,No
SID103939,Thane,6–9 AM,Snacks & Beverages,Abandoned,107,231,8,Low,No
SID103940,Thane,9 AM–12,Snacks & Beverages,Completed,251,44,6,Low,No
SID103941,Bandra,10 PM–2 AM,Frozen Foods,Completed,328,142,10,Medium,No
SID103942,Powai,6–10 PM,Dairy,Abandoned,267,205,10,Low,No
SID103943,Thane,10 PM–2 AM,Snacks & Beverages,Abandoned,124,188,7,Low,No
SID103944,Powai,9 AM–12,Fresh Produce,Completed,249,89,12,Low,No
SID103945,Andheri,6–10 PM,Snacks & Beverages,Abandoned,194,214,9,Low,No
SID103946,Thane,10 PM–2 AM,Fresh Produce,Completed,328,103,9,High,No
SID103947,Thane,9 AM–12,Snacks & Beverages,Completed,257,96,10,Low,No
SID103948,Andheri,9 AM–12,Snacks & Beverages,Completed,455,129,8,Low,Yes
SID103949,Thane,3–6 PM,Staples & Grains,Completed,187,84,9,Low,No
SID103950,Dadar,6–10 PM,Snacks & Beverages,Completed,237,50,9,Medium,Yes
SID103951,Bandra,6–10 PM,Snacks & Beverages,Abandoned,278,206,12,Medium,No
SID103952,Thane,6–10 PM,Staples & Grains,Abandoned,196,189,10,Low,No
SID103953,Thane,9 AM–12,Frozen Foods,Completed,294,108,10,Low,No
SID103954,Thane,10 PM–2 AM,Staples & Grains,Abandoned,265,160,9,Low,No
SID103955,Dadar,12–3 PM,Snacks & Beverages,Completed,290,38,11,Medium,Yes
SID103956,Powai,9 AM–12,Frozen Foods,Abandoned,187,203,8,Low,No
SID103957,Bandra,3–6 PM,Dairy,Completed,297,129,12,Medium,Yes
SID103958,Thane,10 PM–2 AM,Snacks & Beverages,Completed,397,101,8,Low,No
SID103959,Bandra,6–9 AM,Personal Care,Abandoned,275,240,7,Medium,No
SID103960,Andheri,3–6 PM,Fresh Produce,Abandoned,120,162,10,High,No
SID103961,Thane,6–10 PM,Staples & Grains,Abandoned,173,127,9,Low,No
SID103962,Thane,10 PM–2 AM,Dairy,Abandoned,146,188,10,High,No
SID103963,Andheri,9 AM–12,Fresh Produce,Completed,123,102,8,High,No
SID103964,Powai,6–10 PM,Fresh Produce,Completed,347,45,13,Low,No
SID103965,Powai,6–10 PM,Dairy,Completed,291,54,13,Low,No
SID103966,Powai,6–10 PM,Snacks & Beverages,Completed,199,163,10,Low,No
SID103967,Powai,10 PM–2 AM,Frozen Foods,Completed,316,94,5,Low,No
SID103968,Andheri,12–3 PM,Staples & Grains,Completed,267,97,11,Low,No
SID103969,Thane,9 AM–12,Dairy,Abandoned,68,209,9,High,No
SID103970,Dadar,3–6 PM,Snacks & Beverages,Completed,251,78,11,Medium,No
SID103971,Powai,3–6 PM,Staples & Grains,Completed,338,138,14,Low,No
SID103972,Dadar,10 PM–2 AM,Personal Care,Completed,327,127,13,Medium,No
SID103973,Dadar,10 PM–2 AM,Frozen Foods,Abandoned,111,181,9,Medium,No
SID103974,Bandra,6–10 PM,Snacks & Beverages,Completed,240,203,12,Medium,Yes
SID103975,Thane,6–10 PM,Dairy,Abandoned,148,200,12,High,No
SID103976,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,300,176,12,Low,No
SID103977,Andheri,3–6 PM,Fresh Produce,Completed,485,37,12,High,No
SID103978,Dadar,6–10 PM,Frozen Foods,Completed,385,182,5,Medium,No
SID103979,Thane,3–6 PM,Frozen Foods,Completed,442,159,7,Low,No
SID103980,Bandra,12–3 PM,Staples & Grains,Abandoned,245,73,5,Medium,No
SID103981,Powai,9 AM–12,Frozen Foods,Completed,375,186,13,Low,No
SID103982,Dadar,12–3 PM,Snacks & Beverages,Completed,321,87,6,Medium,Yes
SID103983,Dadar,3–6 PM,Frozen Foods,Completed,243,121,6,Medium,No
SID103984,Dadar,9 AM–12,Dairy,Completed,268,156,10,Medium,No
SID103985,Thane,3–6 PM,Snacks & Beverages,Completed,314,73,15,Low,Yes
SID103986,Andheri,6–10 PM,Frozen Foods,Completed,238,117,9,Low,No
SID103987,Andheri,3–6 PM,Staples & Grains,Completed,335,115,9,Low,No
SID103988,Thane,12–3 PM,Dairy,Completed,311,192,9,High,No
SID103989,Andheri,12–3 PM,Fresh Produce,Abandoned,171,191,12,High,No
SID103990,Powai,12–3 PM,Snacks & Beverages,Abandoned,115,183,9,Low,No
SID103991,Andheri,9 AM–12,Frozen Foods,Completed,170,118,13,Low,No
SID103992,Bandra,9 AM–12,Staples & Grains,Completed,411,51,11,Medium,No
SID103993,Thane,12–3 PM,Snacks & Beverages,Abandoned,220,140,7,Low,No
SID103994,Dadar,6–9 AM,Fresh Produce,Abandoned,154,186,12,Medium,No
SID103995,Andheri,6–10 PM,Fresh Produce,Completed,316,104,13,High,No
SID103996,Andheri,10 PM–2 AM,Snacks & Beverages,Abandoned,194,237,10,Low,No
SID103997,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,237,157,7,Medium,No
SID103998,Thane,6–10 PM,Frozen Foods,Abandoned,188,213,11,Low,No
SID103999,Dadar,10 PM–2 AM,Frozen Foods,Completed,330,108,12,Medium,No
SID104000,Bandra,10 PM–2 AM,Fresh Produce,Completed,229,154,10,Medium,No
SID104001,Thane,9 AM–12,Personal Care,Completed,316,44,8,Low,No
SID104002,Dadar,10 PM–2 AM,Snacks & Beverages,Completed,255,125,10,Medium,Yes
SID104003,Thane,6–10 PM,Snacks & Beverages,Completed,378,89,10,Low,No
SID104004,Thane,6–10 PM,Fresh Produce,Abandoned,134,167,6,High,No
SID104005,Powai,6–10 PM,Staples & Grains,Completed,352,119,8,Low,No
SID104006,Thane,6–9 AM,Snacks & Beverages,Completed,436,66,11,Low,No
SID104007,Dadar,6–10 PM,Staples & Grains,Completed,364,171,6,Medium,No
SID104008,Andheri,3–6 PM,Snacks & Beverages,Abandoned,158,242,13,Low,No
SID104009,Thane,3–6 PM,Snacks & Beverages,Completed,389,95,14,Low,No
SID104010,Bandra,12–3 PM,Fresh Produce,Completed,340,104,9,Medium,No
SID104011,Dadar,12–3 PM,Fresh Produce,Completed,316,108,12,Medium,No
SID104012,Powai,9 AM–12,Fresh Produce,Abandoned,228,199,12,Low,No
SID104013,Andheri,6–10 PM,Dairy,Completed,320,45,14,High,No
SID104014,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,348,41,16,Medium,No
SID104015,Andheri,6–10 PM,Dairy,Abandoned,165,255,10,High,No
SID104016,Bandra,6–10 PM,Snacks & Beverages,Completed,325,95,12,Medium,No
SID104017,Thane,6–10 PM,Frozen Foods,Completed,325,94,15,Low,No
SID104018,Dadar,6–10 PM,Dairy,Abandoned,168,232,10,Medium,No
SID104019,Bandra,10 PM–2 AM,Staples & Grains,Abandoned,208,188,9,Medium,No
SID104020,Powai,3–6 PM,Fresh Produce,Abandoned,228,175,9,Low,No
SID104021,Thane,6–10 PM,Snacks & Beverages,Completed,337,89,8,Low,No
SID104022,Thane,12–3 PM,Frozen Foods,Abandoned,278,164,12,Low,No
SID104023,Thane,9 AM–12,Snacks & Beverages,Completed,402,84,6,Low,Yes
SID104024,Thane,3–6 PM,Dairy,Completed,425,114,11,High,Yes
SID104025,Dadar,9 AM–12,Snacks & Beverages,Abandoned,190,302,9,Medium,No
SID104026,Bandra,12–3 PM,Personal Care,Completed,115,117,10,Medium,No
SID104027,Thane,12–3 PM,Fresh Produce,Abandoned,215,150,9,High,No
SID104028,Andheri,3–6 PM,Snacks & Beverages,Completed,183,50,9,Low,Yes
SID104029,Thane,9 AM–12,Personal Care,Abandoned,284,208,13,Low,No
SID104030,Bandra,12–3 PM,Snacks & Beverages,Completed,321,128,12,Medium,Yes
SID104031,Andheri,10 PM–2 AM,Fresh Produce,Abandoned,138,180,5,High,No
SID104032,Thane,6–10 PM,Fresh Produce,Abandoned,181,171,7,High,No
SID104033,Powai,6–10 PM,Staples & Grains,Abandoned,122,134,12,Low,No
SID104034,Thane,6–9 AM,Staples & Grains,Abandoned,149,207,5,Low,No
SID104035,Thane,6–9 AM,Snacks & Beverages,Completed,396,149,11,Low,Yes
SID104036,Bandra,12–3 PM,Dairy,Completed,460,67,10,Medium,Yes
SID104037,Andheri,9 AM–12,Fresh Produce,Abandoned,119,241,12,High,No
SID104038,Dadar,12–3 PM,Dairy,Abandoned,214,166,10,Medium,No
SID104039,Thane,10 PM–2 AM,Staples & Grains,Completed,390,125,6,Low,No
SID104040,Thane,3–6 PM,Snacks & Beverages,Completed,273,61,11,Low,No
SID104041,Andheri,6–10 PM,Staples & Grains,Abandoned,211,205,6,Low,No
SID104042,Thane,10 PM–2 AM,Fresh Produce,Abandoned,243,156,9,High,No
SID104043,Bandra,6–9 AM,Fresh Produce,Completed,415,90,13,Medium,No
SID104044,Andheri,12–3 PM,Dairy,Abandoned,75,158,8,High,No
SID104045,Andheri,10 PM–2 AM,Fresh Produce,Abandoned,283,174,10,High,No
SID104046,Andheri,12–3 PM,Frozen Foods,Completed,389,98,13,Low,No
SID104047,Bandra,9 AM–12,Snacks & Beverages,Abandoned,147,164,10,Medium,No
SID104048,Powai,6–10 PM,Dairy,Abandoned,134,189,9,Low,No
SID104049,Andheri,12–3 PM,Snacks & Beverages,Completed,322,114,12,Low,No
SID104050,Bandra,6–10 PM,Fresh Produce,Completed,270,97,9,Medium,No
SID104051,Bandra,9 AM–12,Snacks & Beverages,Completed,387,115,11,Medium,Yes
SID104052,Thane,6–10 PM,Frozen Foods,Completed,215,46,7,Low,No
SID104053,Andheri,3–6 PM,Personal Care,Completed,272,96,10,Low,No
SID104054,Thane,12–3 PM,Snacks & Beverages,Completed,237,151,11,Low,No
SID104055,Bandra,12–3 PM,Snacks & Beverages,Completed,326,153,11,Medium,No
SID104056,Andheri,6–10 PM,Fresh Produce,Abandoned,131,218,7,High,No
SID104057,Thane,3–6 PM,Snacks & Beverages,Abandoned,257,191,14,Low,No
SID104058,Andheri,12–3 PM,Dairy,Completed,230,112,7,High,No
SID104059,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,262,169,8,Medium,No
SID104060,Dadar,9 AM–12,Staples & Grains,Completed,407,68,5,Medium,No
SID104061,Andheri,10 PM–2 AM,Dairy,Completed,315,172,10,High,No
SID104062,Andheri,9 AM–12,Snacks & Beverages,Abandoned,191,203,8,Low,No
SID104063,Andheri,10 PM–2 AM,Personal Care,Completed,305,112,10,Low,No
SID104064,Dadar,3–6 PM,Staples & Grains,Completed,231,48,12,Medium,No
SID104065,Thane,12–3 PM,Fresh Produce,Completed,334,84,16,High,No
SID104066,Bandra,10 PM–2 AM,Dairy,Completed,282,71,11,Medium,Yes
SID104067,Andheri,6–10 PM,Fresh Produce,Completed,433,153,12,High,No
SID104068,Andheri,6–10 PM,Staples & Grains,Completed,304,200,11,Low,No
SID104069,Dadar,10 PM–2 AM,Staples & Grains,Completed,353,88,12,Medium,No
SID104070,Andheri,6–10 PM,Snacks & Beverages,Completed,200,90,7,Low,No
SID104071,Andheri,12–3 PM,Snacks & Beverages,Abandoned,273,141,10,Low,No
SID104072,Dadar,10 PM–2 AM,Fresh Produce,Abandoned,240,152,10,Medium,No
SID104073,Thane,10 PM–2 AM,Dairy,Abandoned,190,176,10,High,No
SID104074,Thane,10 PM–2 AM,Staples & Grains,Abandoned,167,174,9,Low,No
SID104075,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,133,122,11,Medium,No
SID104076,Thane,10 PM–2 AM,Fresh Produce,Completed,348,82,11,High,No
SID104077,Thane,6–10 PM,Fresh Produce,Abandoned,246,159,12,High,No
SID104078,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,284,223,11,Medium,No
SID104079,Thane,3–6 PM,Snacks & Beverages,Abandoned,130,217,6,Low,No
SID104080,Powai,10 PM–2 AM,Snacks & Beverages,Completed,338,30,7,Low,No
SID104081,Powai,9 AM–12,Dairy,Abandoned,123,196,7,Low,No
SID104082,Andheri,12–3 PM,Snacks & Beverages,Completed,311,175,7,Low,No
SID104083,Andheri,12–3 PM,Fresh Produce,Abandoned,231,150,11,High,No
SID104084,Powai,6–10 PM,Snacks & Beverages,Completed,309,108,11,Low,No
SID104085,Dadar,10 PM–2 AM,Fresh Produce,Abandoned,293,110,13,Medium,No
SID104086,Dadar,6–10 PM,Dairy,Abandoned,228,247,9,Medium,No
SID104087,Thane,10 PM–2 AM,Fresh Produce,Completed,166,97,7,High,No
SID104088,Dadar,12–3 PM,Fresh Produce,Abandoned,98,198,9,Medium,No
SID104089,Thane,10 PM–2 AM,Snacks & Beverages,Completed,247,137,12,Low,No
SID104090,Andheri,6–10 PM,Staples & Grains,Completed,303,93,11,Low,No
SID104091,Bandra,3–6 PM,Snacks & Beverages,Completed,335,125,5,Medium,No
SID104092,Powai,9 AM–12,Staples & Grains,Completed,176,133,9,Low,No
SID104093,Andheri,6–10 PM,Fresh Produce,Abandoned,99,120,10,High,No
SID104094,Powai,3–6 PM,Staples & Grains,Abandoned,217,195,12,Low,No
SID104095,Dadar,9 AM–12,Staples & Grains,Completed,294,137,12,Medium,No
SID104096,Bandra,10 PM–2 AM,Dairy,Abandoned,149,250,8,Medium,No
SID104097,Powai,6–10 PM,Staples & Grains,Completed,418,90,10,Low,No
SID104098,Bandra,6–10 PM,Snacks & Beverages,Completed,285,145,12,Medium,No
SID104099,Bandra,6–9 AM,Snacks & Beverages,Completed,243,90,12,Medium,No
SID104100,Thane,6–10 PM,Fresh Produce,Abandoned,141,83,10,High,No
SID104101,Andheri,12–3 PM,Staples & Grains,Completed,349,122,11,Low,No
SID104102,Dadar,12–3 PM,Fresh Produce,Abandoned,190,207,8,Medium,No
SID104103,Dadar,12–3 PM,Fresh Produce,Completed,249,41,7,Medium,No
SID104104,Bandra,10 PM–2 AM,Personal Care,Abandoned,272,190,14,Medium,No
SID104105,Thane,3–6 PM,Personal Care,Abandoned,276,134,8,Low,No
SID104106,Thane,6–9 AM,Fresh Produce,Completed,278,94,8,High,No
SID104107,Powai,12–3 PM,Dairy,Completed,237,137,13,Low,Yes
SID104108,Thane,10 PM–2 AM,Snacks & Beverages,Completed,406,75,10,Low,No
SID104109,Andheri,10 PM–2 AM,Snacks & Beverages,Abandoned,182,147,8,Low,No
SID104110,Powai,6–10 PM,Snacks & Beverages,Completed,311,166,8,Low,No
SID104111,Bandra,6–9 AM,Personal Care,Completed,362,111,7,Medium,No
SID104112,Bandra,6–10 PM,Snacks & Beverages,Completed,329,99,9,Medium,Yes
SID104113,Andheri,10 PM–2 AM,Snacks & Beverages,Abandoned,189,202,7,Low,No
SID104114,Bandra,9 AM–12,Dairy,Abandoned,159,149,5,Medium,No
SID104115,Thane,9 AM–12,Dairy,Completed,150,134,7,High,Yes
SID104116,Andheri,6–9 AM,Frozen Foods,Completed,220,151,10,Low,No
SID104117,Bandra,12–3 PM,Personal Care,Completed,402,131,13,Medium,No
SID104118,Bandra,10 PM–2 AM,Staples & Grains,Completed,186,135,10,Medium,No
SID104119,Thane,9 AM–12,Dairy,Abandoned,106,193,7,High,No
SID104120,Powai,10 PM–2 AM,Fresh Produce,Abandoned,109,213,9,Low,No
SID104121,Andheri,6–9 AM,Fresh Produce,Completed,208,101,9,High,No
SID104122,Thane,9 AM–12,Frozen Foods,Abandoned,184,176,6,Low,No
SID104123,Thane,3–6 PM,Snacks & Beverages,Completed,336,95,9,Low,No
SID104124,Andheri,9 AM–12,Fresh Produce,Completed,381,87,12,High,No
SID104125,Andheri,6–10 PM,Personal Care,Completed,244,91,9,Low,No
SID104126,Dadar,10 PM–2 AM,Snacks & Beverages,Abandoned,207,235,8,Medium,No
SID104127,Andheri,3–6 PM,Frozen Foods,Abandoned,155,168,7,Low,No
SID104128,Thane,6–10 PM,Dairy,Completed,327,80,11,High,No
SID104129,Andheri,3–6 PM,Fresh Produce,Abandoned,321,193,13,High,No
SID104130,Powai,10 PM–2 AM,Fresh Produce,Abandoned,180,180,8,Low,No
SID104131,Thane,12–3 PM,Snacks & Beverages,Completed,255,138,9,Low,No
SID104132,Andheri,12–3 PM,Snacks & Beverages,Abandoned,183,126,7,Low,No
SID104133,Bandra,6–10 PM,Snacks & Beverages,Completed,183,112,8,Medium,No
SID104134,Andheri,6–10 PM,Dairy,Abandoned,204,146,8,High,No
SID104135,Powai,3–6 PM,Fresh Produce,Completed,301,86,10,Low,No
SID104136,Dadar,9 AM–12,Staples & Grains,Completed,284,143,10,Medium,No
SID104137,Bandra,10 PM–2 AM,Personal Care,Completed,350,86,7,Medium,No
SID104138,Powai,9 AM–12,Snacks & Beverages,Completed,332,109,9,Low,Yes
SID104139,Bandra,3–6 PM,Fresh Produce,Abandoned,105,176,10,Medium,No
SID104140,Bandra,6–9 AM,Frozen Foods,Completed,253,131,9,Medium,No
SID104141,Bandra,6–10 PM,Frozen Foods,Abandoned,121,97,8,Medium,No
SID104142,Thane,9 AM–12,Dairy,Completed,249,118,7,High,No
SID104143,Thane,3–6 PM,Snacks & Beverages,Completed,302,111,5,Low,Yes
SID104144,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,79,235,12,Low,No
SID104145,Thane,6–10 PM,Snacks & Beverages,Completed,258,78,6,Low,No
SID104146,Andheri,12–3 PM,Staples & Grains,Abandoned,238,171,12,Low,No
SID104147,Dadar,3–6 PM,Snacks & Beverages,Completed,392,92,12,Medium,No
SID104148,Andheri,6–10 PM,Dairy,Abandoned,139,256,15,High,No
SID104149,Powai,12–3 PM,Dairy,Abandoned,143,160,10,Low,No
SID104150,Dadar,6–10 PM,Personal Care,Abandoned,135,180,10,Medium,No
SID104151,Dadar,3–6 PM,Snacks & Beverages,Completed,330,105,7,Medium,No
SID104152,Powai,6–10 PM,Fresh Produce,Abandoned,176,180,7,Low,No
SID104153,Dadar,6–10 PM,Fresh Produce,Completed,346,175,9,Medium,No
SID104154,Andheri,12–3 PM,Personal Care,Abandoned,306,214,11,Low,No
SID104155,Andheri,12–3 PM,Snacks & Beverages,Completed,445,94,13,Low,No
SID104156,Dadar,9 AM–12,Snacks & Beverages,Completed,514,117,8,Medium,No
SID104157,Powai,12–3 PM,Snacks & Beverages,Completed,257,108,7,Low,No
SID104158,Bandra,12–3 PM,Personal Care,Abandoned,222,199,8,Medium,No
SID104159,Dadar,6–10 PM,Snacks & Beverages,Completed,231,39,12,Medium,No
SID104160,Bandra,9 AM–12,Snacks & Beverages,Completed,291,92,10,Medium,Yes
SID104161,Dadar,9 AM–12,Snacks & Beverages,Abandoned,293,155,5,Medium,No
SID104162,Bandra,12–3 PM,Fresh Produce,Completed,291,129,11,Medium,No
SID104163,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,160,212,6,Low,No
SID104164,Bandra,9 AM–12,Fresh Produce,Completed,336,152,6,Medium,No
SID104165,Powai,6–10 PM,Staples & Grains,Abandoned,232,137,6,Low,No
SID104166,Bandra,6–10 PM,Snacks & Beverages,Completed,186,93,10,Medium,No
SID104167,Dadar,9 AM–12,Fresh Produce,Abandoned,288,236,6,Medium,No
SID104168,Thane,10 PM–2 AM,Staples & Grains,Abandoned,188,215,13,Low,No
SID104169,Dadar,3–6 PM,Staples & Grains,Completed,226,96,9,Medium,No
SID104170,Powai,9 AM–12,Fresh Produce,Abandoned,157,197,8,Low,No
SID104171,Bandra,6–9 AM,Snacks & Beverages,Completed,297,47,11,Medium,Yes
SID104172,Bandra,10 PM–2 AM,Staples & Grains,Abandoned,120,194,12,Medium,No
SID104173,Thane,3–6 PM,Snacks & Beverages,Completed,481,147,9,Low,Yes
SID104174,Thane,6–9 AM,Snacks & Beverages,Completed,250,144,7,Low,No
SID104175,Powai,6–10 PM,Fresh Produce,Completed,294,97,11,Low,No
SID104176,Thane,9 AM–12,Fresh Produce,Completed,370,80,7,High,No
SID104177,Andheri,3–6 PM,Staples & Grains,Abandoned,155,207,9,Low,No
SID104178,Andheri,9 AM–12,Snacks & Beverages,Abandoned,266,193,11,Low,No
SID104179,Bandra,9 AM–12,Snacks & Beverages,Completed,311,105,6,Medium,Yes
SID104180,Bandra,3–6 PM,Staples & Grains,Abandoned,237,226,9,Medium,No
SID104181,Powai,9 AM–12,Snacks & Beverages,Completed,150,102,11,Low,No
SID104182,Thane,12–3 PM,Personal Care,Abandoned,204,322,10,Low,No
SID104183,Powai,12–3 PM,Snacks & Beverages,Completed,300,177,11,Low,No
SID104184,Andheri,9 AM–12,Frozen Foods,Abandoned,206,257,11,Low,No
SID104185,Powai,9 AM–12,Snacks & Beverages,Abandoned,65,214,13,Low,No
SID104186,Powai,3–6 PM,Dairy,Abandoned,217,155,12,Low,No
SID104187,Dadar,10 PM–2 AM,Fresh Produce,Completed,239,181,11,Medium,No
SID104188,Bandra,6–10 PM,Dairy,Abandoned,176,134,8,Medium,No
SID104189,Dadar,6–10 PM,Fresh Produce,Abandoned,113,231,16,Medium,No
SID104190,Thane,3–6 PM,Staples & Grains,Abandoned,150,233,7,Low,No
SID104191,Dadar,3–6 PM,Snacks & Beverages,Completed,329,152,9,Medium,No
SID104192,Dadar,10 PM–2 AM,Staples & Grains,Completed,279,142,11,Medium,No
SID104193,Andheri,3–6 PM,Staples & Grains,Completed,354,162,9,Low,No
SID104194,Andheri,6–9 AM,Snacks & Beverages,Completed,405,99,10,Low,Yes
SID104195,Powai,10 PM–2 AM,Fresh Produce,Completed,424,159,12,Low,No
SID104196,Dadar,9 AM–12,Dairy,Completed,221,40,11,Medium,No
SID104197,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,388,133,11,Medium,Yes
SID104198,Dadar,12–3 PM,Staples & Grains,Abandoned,164,247,14,Medium,No
SID104199,Andheri,6–10 PM,Dairy,Abandoned,273,202,12,High,No
SID104200,Dadar,6–10 PM,Snacks & Beverages,Abandoned,183,190,12,Medium,No
SID104201,Andheri,10 PM–2 AM,Staples & Grains,Completed,155,119,10,Low,No
SID104202,Bandra,10 PM–2 AM,Snacks & Beverages,Completed,324,82,12,Medium,No
SID104203,Bandra,10 PM–2 AM,Dairy,Abandoned,147,160,10,Medium,No
SID104204,Dadar,9 AM–12,Dairy,Abandoned,73,129,13,Medium,No
SID104205,Andheri,3–6 PM,Staples & Grains,Completed,213,152,9,Low,No
SID104206,Bandra,9 AM–12,Snacks & Beverages,Completed,135,135,10,Medium,Yes
SID104207,Dadar,10 PM–2 AM,Staples & Grains,Abandoned,192,162,6,Medium,No
SID104208,Andheri,10 PM–2 AM,Staples & Grains,Abandoned,214,225,12,Low,No
SID104209,Bandra,6–10 PM,Snacks & Beverages,Completed,296,79,7,Medium,Yes
SID104210,Bandra,10 PM–2 AM,Fresh Produce,Abandoned,172,275,7,Medium,No
SID104211,Thane,6–10 PM,Snacks & Beverages,Abandoned,157,135,9,Low,No
SID104212,Bandra,12–3 PM,Staples & Grains,Completed,349,94,5,Medium,No
SID104213,Powai,6–10 PM,Frozen Foods,Abandoned,99,236,14,Low,No
SID104214,Andheri,9 AM–12,Dairy,Abandoned,153,133,7,High,No
SID104215,Powai,3–6 PM,Fresh Produce,Completed,262,133,12,Low,No
SID104216,Dadar,10 PM–2 AM,Fresh Produce,Abandoned,130,168,12,Medium,No
SID104217,Andheri,10 PM–2 AM,Snacks & Beverages,Completed,266,42,9,Low,No
SID104218,Bandra,10 PM–2 AM,Dairy,Completed,285,126,12,Medium,No
SID104219,Dadar,6–10 PM,Dairy,Abandoned,102,227,9,Medium,No
SID104220,Powai,10 PM–2 AM,Dairy,Abandoned,219,183,13,Low,No
